maskapai,asal,tujuan,tahun,penumpang,harga
mataram,JOG,UPG,2014,132,2529601
mataram,JOG,HLP,2017,196,3906521
mataram,KNO,DPS,2015,182,3587027
water asia,KNO,UPG,2017,142,2733120
water asia,PKU,HLP,2015,130,2487937
country link,KNO,DPS,2017,88,1615846
macan,BDO,PDG,2014,169,3313203
country link,BTO,UPG,2014,160,3125370
rajawali,KNO,UPG,2016,118,2231416
country link,JOG,DPS,2017,189,3745173
macan,CGK,UPG,2017,62,1055264
country link,JOG,UPG,2014,129,2460541
mataram,JOG,UPG,2016,101,1880981
water asia,CGK,PDG,2015,163,3175572
water asia,JOG,UPG,2017,183,3601952
rajawali,BTO,HLP,2014,185,3656426
rajawali,PKU,SRG,2017,191,3777484
water asia,CGK,DPS,2015,144,2794963
macan,KNO,UPG,2016,101,1879757
mataram,BDO,DPS,2014,104,1947536
mataram,JOG,SRG,2014,108,2032745
water asia,CGK,PDG,2015,132,2526464
country link,KNO,BTH,2014,144,2778011
country link,BDO,BTH,2015,113,2118225
mataram,JOG,DPS,2017,152,2946803
country link,PKU,UPG,2017,69,1225062
mataram,JOG,HLP,2014,176,3458236
mataram,BTO,BTH,2016,179,3522348
macan,BDO,UPG,2016,68,1198884
rajawali,KNO,DPS,2014,67,1169768
water asia,PKU,UPG,2014,73,1293939
mataram,BDO,DPS,2014,146,2831450
water asia,JOG,UPG,2014,71,1250600
country link,BDO,PDG,2014,139,2678510
rajawali,PKU,UPG,2016,167,3255123
country link,BTO,UPG,2015,60,1001919
rajawali,BDO,PDG,2014,148,2860117
mataram,JOG,DPS,2016,68,1201667
water asia,BDO,UPG,2014,200,3972916
water asia,CGK,HLP,2015,105,1956811
water asia,CGK,HLP,2014,99,1847669
macan,KNO,HLP,2015,81,1478457
macan,PKU,PDG,2014,126,2421266
rajawali,BDO,HLP,2017,179,3510226
rajawali,PKU,SRG,2017,67,1179275
mataram,BTO,PDG,2017,121,2310424
macan,PKU,PDG,2014,173,3404610
mataram,CGK,PDG,2017,185,3651857
water asia,BTO,HLP,2014,141,3570756
water asia,CGK,DPS,2015,173,3391140
macan,BTO,HLP,2015,155,3008034
country link,JOG,BTH,2017,99,1840316
water asia,BDO,UPG,2015,63,1067199
rajawali,KNO,BTH,2016,139,2679281
rajawali,KNO,PDG,2014,135,2582757
mataram,BTO,HLP,2015,148,2860193
water asia,KNO,UPG,2017,168,3289088
mataram,JOG,PDG,2015,186,3668221
water asia,BDO,PDG,2014,143,2764791
rajawali,CGK,DPS,2015,74,1335047
rajawali,CGK,PDG,2017,111,2080964
rajawali,PKU,SRG,2016,172,3384620
country link,JOG,BTH,2014,189,3756497
macan,PKU,DPS,2014,140,2694626
country link,BTO,HLP,2017,158,3070995
mataram,PKU,DPS,2017,187,3696287
water asia,BDO,PDG,2016,66,1149911
country link,KNO,BTH,2015,131,2519797
mataram,KNO,DPS,2016,124,2360530
mataram,JOG,HLP,2017,75,1355273
rajawali,BTO,BTH,2014,140,2709326
country link,BDO,HLP,2014,157,3061346
water asia,CGK,DPS,2016,190,3776460
water asia,BTO,BTH,2014,63,1063249
country link,PKU,DPS,2016,127,2441326
water asia,CGK,SRG,2015,75,1354139
rajawali,KNO,SRG,2016,75,1362045
water asia,PKU,PDG,2015,191,3779032
mataram,JOG,SRG,2014,193,3826607
mataram,BDO,DPS,2014,70,1235562
mataram,KNO,SRG,2016,61,1023708
country link,KNO,PDG,2016,105,1968585
mataram,CGK,DPS,2016,160,3111756
country link,CGK,BTH,2017,173,3400075
mataram,BDO,SRG,2014,87,1588835
macan,KNO,BTH,2016,64,1095069
country link,CGK,SRG,2014,106,1973765
country link,BDO,HLP,2016,122,2330997
mataram,JOG,BTH,2016,132,2525082
macan,BTO,HLP,2015,113,2118763
country link,PKU,UPG,2016,133,2548301
rajawali,KNO,HLP,2015,141,2714598
macan,KNO,SRG,2016,171,3361427
rajawali,BTO,HLP,2017,122,2336502
country link,KNO,HLP,2014,115,2177274
rajawali,BDO,SRG,2015,161,3139268
country link,CGK,SRG,2016,200,3991145
mataram,BDO,DPS,2016,140,2698611
water asia,BDO,SRG,2017,101,1888765
rajawali,BDO,PDG,2017,90,1653670
rajawali,BTO,UPG,2016,165,3218605
macan,JOG,HLP,2014,192,3808632
macan,JOG,PDG,2015,164,3210256
country link,JOG,HLP,2014,131,2513080
rajawali,BTO,DPS,2017,152,2944583
country link,PKU,UPG,2016,69,1218589
water asia,PKU,SRG,2015,191,3790559
country link,BDO,SRG,2017,103,1915270
mataram,BDO,UPG,2017,95,1765476
mataram,CGK,SRG,2016,110,2074465
water asia,CGK,PDG,2014,185,3651929
country link,CGK,SRG,2015,198,3955673
rajawali,BDO,DPS,2014,197,3929976
mataram,BDO,UPG,2017,104,1940194
macan,CGK,PDG,2015,143,2761818
macan,JOG,DPS,2015,126,2410198
water asia,JOG,BTH,2014,118,2236598
macan,BTO,UPG,2016,149,2891656
mataram,KNO,UPG,2017,86,1581989
mataram,KNO,BTH,2014,124,2364470
country link,BTO,PDG,2017,164,3207071
water asia,CGK,SRG,2015,107,2015935
macan,JOG,DPS,2016,153,2982083
mataram,JOG,HLP,2015,145,2817464
mataram,KNO,BTH,2017,76,1375932
rajawali,BTO,UPG,2017,98,1829820
country link,BDO,BTH,2015,88,1620480
mataram,CGK,UPG,2015,160,3117546
macan,BDO,BTH,2017,193,3843522
rajawali,KNO,SRG,2016,182,3031652
country link,PKU,HLP,2016,119,2252246
water asia,BTO,DPS,2016,132,2533626
mataram,KNO,HLP,2014,197,3920580
water asia,BTO,PDG,2015,140,2702854
water asia,JOG,DPS,2017,170,3342469
country link,JOG,UPG,2017,162,3156671
water asia,JOG,BTH,2014,97,1811579
macan,JOG,PDG,2017,71,1258078
rajawali,BTO,PDG,2015,180,3543920
water asia,BTO,HLP,2016,195,3882632
mataram,BDO,BTH,2014,196,3904288
macan,JOG,HLP,2014,123,2345032
macan,JOG,DPS,2014,167,3277644
rajawali,KNO,BTH,2015,88,1614340
country link,CGK,DPS,2016,104,1941068
country link,JOG,BTH,2017,182,3578704
country link,BTO,HLP,2017,64,1116681
mataram,JOG,HLP,2014,135,2589444
water asia,BTO,DPS,2017,108,2029184
macan,BDO,SRG,2016,138,2659244
rajawali,CGK,BTH,2014,107,1992980
macan,PKU,PDG,2016,189,3756031
macan,CGK,BTH,2015,184,3619621
macan,PKU,UPG,2014,102,1901821
macan,BTO,BTH,2015,171,3348191
macan,BDO,PDG,2017,69,1218792
country link,BTO,BTH,2015,125,2385454
country link,PKU,BTH,2015,73,1319907
macan,KNO,PDG,2017,171,3354757
rajawali,CGK,UPG,2017,102,1900802
rajawali,BDO,DPS,2015,116,2201253
rajawali,PKU,SRG,2014,75,2266792
country link,JOG,HLP,2015,195,3878014
country link,BTO,SRG,2017,149,2873838
rajawali,PKU,UPG,2015,174,3418122
water asia,CGK,BTH,2014,149,2877126
rajawali,JOG,UPG,2016,157,3051610
country link,CGK,HLP,2017,64,1113817
rajawali,BTO,SRG,2016,191,3797018
macan,PKU,SRG,2015,173,3386724
rajawali,CGK,DPS,2017,100,1859198
country link,KNO,BTH,2015,200,3998117
water asia,JOG,BTH,2017,150,2906344
mataram,KNO,UPG,2016,142,2752549
water asia,JOG,PDG,2014,163,3168235
country link,JOG,HLP,2016,112,2107778
mataram,PKU,SRG,2017,153,2987034
macan,CGK,BTH,2015,65,1119611
country link,JOG,HLP,2017,140,2695249
rajawali,JOG,DPS,2015,186,3672762
rajawali,BTO,BTH,2017,102,1894202
water asia,BTO,DPS,2017,184,3620159
macan,BTO,BTH,2017,67,1167735
rajawali,BDO,PDG,2015,169,3310926
rajawali,CGK,PDG,2014,194,3859515
mataram,BDO,SRG,2017,168,3306504
macan,KNO,DPS,2016,169,3327745
rajawali,KNO,HLP,2017,125,2394605
macan,CGK,UPG,2014,77,1393065
mataram,KNO,HLP,2015,90,1652457
macan,CGK,SRG,2016,96,2678245
country link,JOG,HLP,2017,89,1624641
country link,PKU,SRG,2016,179,3528665
country link,BDO,HLP,2014,100,1861062
mataram,CGK,PDG,2014,84,1546467
rajawali,JOG,UPG,2015,96,1798162
country link,CGK,PDG,2015,116,2205669
country link,BDO,DPS,2016,176,3462998
rajawali,KNO,UPG,2015,154,2993625
country link,JOG,PDG,2015,124,2381257
mataram,BTO,BTH,2016,112,2099068
rajawali,BDO,HLP,2016,114,2142166
country link,BTO,SRG,2015,193,3829088
water asia,BTO,DPS,2016,100,1867535
mataram,CGK,UPG,2014,150,2899481
country link,PKU,HLP,2016,168,3295876
water asia,BDO,PDG,2016,115,2174741
rajawali,PKU,SRG,2014,69,1208545
water asia,KNO,UPG,2015,73,1302549
water asia,BTO,BTH,2017,149,2873923
rajawali,CGK,HLP,2014,181,3576188
macan,PKU,PDG,2014,152,2952580
country link,CGK,PDG,2014,83,1505295
water asia,JOG,SRG,2015,128,2454009
country link,PKU,UPG,2017,172,3370523
macan,CGK,UPG,2016,150,2894594
water asia,CGK,SRG,2016,181,1381682
rajawali,JOG,UPG,2016,124,2359562
water asia,JOG,DPS,2016,98,1826311
water asia,CGK,DPS,2014,129,2461270
water asia,BDO,HLP,2017,193,3827882
mataram,KNO,DPS,2014,194,3845097
water asia,KNO,DPS,2016,110,2066775
mataram,KNO,BTH,2017,149,2879700
mataram,CGK,HLP,2017,114,2142823
water asia,PKU,DPS,2017,108,2023086
macan,BDO,HLP,2014,91,1679718
water asia,BDO,DPS,2014,162,3151552
macan,JOG,BTH,2017,198,3941559
mataram,CGK,SRG,2015,107,1995609
mataram,BDO,UPG,2014,155,3008505
mataram,PKU,HLP,2017,147,2852301
country link,KNO,BTH,2014,115,2173698
water asia,BTO,HLP,2014,136,2603159
water asia,JOG,SRG,2016,196,3909870
country link,JOG,DPS,2014,174,3407757
rajawali,BDO,HLP,2017,112,2098461
mataram,CGK,DPS,2014,110,2063728
macan,CGK,HLP,2016,91,1679350
macan,BDO,DPS,2014,125,2398548
country link,BTO,UPG,2016,60,1002539
country link,BTO,PDG,2015,160,3126873
rajawali,PKU,DPS,2015,175,3439009
macan,BTO,UPG,2014,139,2689208
macan,PKU,DPS,2015,70,1235624
macan,JOG,BTH,2017,162,3167969
rajawali,PKU,DPS,2014,73,1308508
country link,BDO,SRG,2014,193,3825350
country link,CGK,DPS,2017,62,1040818
country link,CGK,BTH,2015,95,1764201
macan,KNO,SRG,2014,170,3336820
mataram,BTO,PDG,2015,69,1210122
country link,PKU,PDG,2016,149,2871075
country link,BDO,PDG,2017,83,1521507
macan,KNO,UPG,2016,159,3085078
country link,BTO,PDG,2016,68,1190734
rajawali,CGK,DPS,2015,106,1973841
macan,BDO,UPG,2015,185,3648486
macan,BDO,PDG,2014,102,1905358
macan,KNO,DPS,2017,185,3642455
mataram,BDO,DPS,2014,178,3492341
country link,PKU,DPS,2016,77,1388946
rajawali,KNO,SRG,2016,128,1109821
macan,CGK,PDG,2015,77,1377744
rajawali,CGK,DPS,2016,78,1408014
country link,CGK,UPG,2017,102,1915230
macan,KNO,PDG,2016,91,1681946
water asia,CGK,PDG,2016,197,3923762
rajawali,JOG,UPG,2014,138,2668521
macan,KNO,BTH,2017,156,3042384
rajawali,BTO,PDG,2014,188,3723133
water asia,BTO,PDG,2016,89,1627548
rajawali,KNO,PDG,2017,190,3765352
macan,BDO,PDG,2014,97,1802303
mataram,BDO,BTH,2016,103,1922244
rajawali,BTO,SRG,2015,121,2300992
mataram,JOG,SRG,2016,127,2438129
mataram,KNO,PDG,2017,111,2080928
water asia,BTO,UPG,2016,75,1355315
macan,KNO,HLP,2014,136,2628343
macan,JOG,SRG,2014,114,2153404
mataram,KNO,HLP,2014,118,2224731
water asia,BTO,DPS,2017,194,3848171
country link,KNO,HLP,2014,142,2754262
country link,KNO,UPG,2017,191,3783762
mataram,BTO,PDG,2014,142,2735568
mataram,BTO,DPS,2015,134,2561985
macan,CGK,SRG,2015,141,2731011
water asia,JOG,HLP,2015,106,1981309
country link,JOG,UPG,2014,173,3386434
water asia,JOG,UPG,2015,194,3865863
water asia,JOG,BTH,2016,119,2245245
water asia,PKU,DPS,2017,139,2685895
water asia,CGK,HLP,2017,79,1420681
mataram,JOG,DPS,2016,176,3453981
water asia,PKU,DPS,2016,110,2074342
water asia,KNO,HLP,2014,66,1146784
macan,CGK,SRG,2015,64,1105552
rajawali,CGK,PDG,2015,197,3912790
country link,CGK,SRG,2015,65,1143495
rajawali,BDO,HLP,2014,93,1710890
mataram,PKU,UPG,2015,145,2801308
rajawali,JOG,UPG,2014,186,3682548
mataram,JOG,PDG,2015,178,3374485
mataram,CGK,DPS,2014,87,1599645
country link,BDO,UPG,2016,100,1867150
rajawali,PKU,DPS,2015,167,3261626
macan,BTO,DPS,2017,77,1387354
water asia,BDO,UPG,2017,68,1200782
mataram,KNO,UPG,2017,116,2189024
mataram,KNO,PDG,2016,164,3205323
water asia,PKU,PDG,2014,95,1763324
water asia,CGK,SRG,2014,186,3668870
rajawali,KNO,PDG,2016,119,2247368
macan,JOG,SRG,2015,138,2667147
macan,CGK,PDG,2014,101,1891796
mataram,JOG,UPG,2016,129,2461236
country link,PKU,DPS,2017,179,3508687
water asia,BTO,SRG,2017,156,3029214
mataram,CGK,PDG,2015,111,2084005
country link,CGK,PDG,2014,106,1991325
rajawali,BDO,HLP,2017,157,3055563
rajawali,KNO,PDG,2017,176,3460265
rajawali,BDO,BTH,2017,90,1663130
macan,CGK,HLP,2014,142,2750530
country link,BTO,PDG,2015,195,3873150
macan,JOG,BTH,2015,191,3786575
macan,BDO,BTH,2015,70,1232403
country link,KNO,DPS,2015,181,3576832
rajawali,BDO,PDG,2015,60,1017230
water asia,KNO,UPG,2014,66,1159013
rajawali,KNO,UPG,2016,142,2743819
macan,PKU,DPS,2016,158,3069868
mataram,BTO,BTH,2017,116,2201262
mataram,CGK,BTH,2015,152,2941715
rajawali,KNO,UPG,2014,90,1649827
country link,KNO,SRG,2015,110,2069218
country link,PKU,PDG,2015,77,1381128
mataram,BDO,DPS,2014,90,1663201
mataram,PKU,BTH,2015,117,2219539
country link,PKU,HLP,2017,95,1772721
water asia,KNO,SRG,2014,191,3802923
macan,JOG,DPS,2014,63,3541625
mataram,JOG,SRG,2014,129,2472266
country link,BTO,SRG,2017,129,2467256
country link,CGK,UPG,2014,82,1489976
water asia,PKU,UPG,2017,189,3748600
country link,BTO,SRG,2015,93,1730549
country link,KNO,HLP,2016,123,2351056
macan,BTO,BTH,2014,169,3330277
country link,PKU,HLP,2017,146,2823808
water asia,BTO,PDG,2015,141,2716808
macan,PKU,BTH,2014,150,2894353
country link,CGK,PDG,2017,179,3508328
macan,CGK,HLP,2014,109,2055012
water asia,KNO,BTH,2014,159,3096208
rajawali,PKU,HLP,2017,116,2189294
macan,JOG,DPS,2016,130,2486751
macan,JOG,DPS,2015,78,1405488
macan,KNO,DPS,2014,112,2103490
macan,CGK,BTH,2015,87,1596448
macan,KNO,HLP,2014,141,2729405
country link,PKU,UPG,2015,137,2644502
rajawali,CGK,HLP,2017,193,3834028
macan,PKU,UPG,2016,124,2381417
mataram,JOG,BTH,2016,188,3714487
mataram,JOG,BTH,2014,187,3686000
country link,BDO,BTH,2017,126,2412087
macan,CGK,BTH,2014,114,2142414
rajawali,JOG,BTH,2017,60,1000615
country link,BDO,UPG,2016,133,2551469
rajawali,BDO,UPG,2016,124,2359362
macan,KNO,BTH,2017,189,3751047
mataram,BTO,PDG,2014,172,3378255
country link,KNO,DPS,2016,127,2440276
rajawali,KNO,SRG,2016,158,3075388
macan,KNO,UPG,2015,79,1430174
country link,BTO,UPG,2017,140,2694996
water asia,CGK,DPS,2017,171,3350884
water asia,BDO,UPG,2016,68,1196112
water asia,CGK,BTH,2015,78,1403017
mataram,BDO,UPG,2014,60,1010164
macan,BTO,HLP,2014,65,1120027
macan,CGK,PDG,2017,74,1334159
country link,BDO,PDG,2016,140,2709077
country link,BTO,PDG,2016,168,3286952
water asia,BTO,SRG,2014,173,3391313
country link,BDO,DPS,2015,149,2872639
macan,CGK,UPG,2015,163,3179207
water asia,PKU,SRG,2015,114,2140258
mataram,BTO,BTH,2017,109,2051460
mataram,CGK,BTH,2014,136,2603944
country link,CGK,DPS,2016,113,2121010
country link,BTO,PDG,2017,181,3568388
macan,KNO,SRG,2015,78,1406886
mataram,BTO,BTH,2017,163,3174681
water asia,CGK,DPS,2016,155,3021822
macan,JOG,SRG,2014,84,1543859
macan,BTO,UPG,2015,100,1852763
water asia,BTO,DPS,2016,105,1962885
country link,JOG,DPS,2015,102,1113268
rajawali,CGK,BTH,2014,114,2144001
mataram,KNO,PDG,2014,162,3162624
mataram,KNO,PDG,2016,124,2366644
macan,PKU,PDG,2014,84,1540207
country link,BTO,SRG,2015,109,2045095
mataram,JOG,HLP,2014,113,2129401
water asia,CGK,UPG,2015,198,3952128
macan,BTO,PDG,2015,140,2693468
rajawali,CGK,DPS,2016,200,3980820
macan,KNO,UPG,2017,98,1826422
mataram,KNO,SRG,2016,63,1060018
mataram,BDO,BTH,2015,93,1720720
macan,BTO,BTH,2017,159,3106559
macan,JOG,BTH,2014,89,1645482
mataram,PKU,BTH,2016,113,2127310
water asia,BTO,UPG,2017,123,2342652
mataram,CGK,HLP,2017,163,3192602
mataram,KNO,HLP,2017,159,3096386
water asia,BDO,HLP,2016,124,2380868
macan,BTO,DPS,2017,72,1287846
macan,JOG,SRG,2015,126,2419260
water asia,BTO,PDG,2017,197,3926553
macan,KNO,DPS,2014,70,1240041
water asia,BDO,HLP,2017,122,2320184
rajawali,BDO,SRG,2014,130,2488162
country link,PKU,DPS,2016,132,2533088
mataram,BDO,BTH,2014,141,2730335
rajawali,BDO,PDG,2016,84,1532882
mataram,JOG,UPG,2015,167,3272549
country link,JOG,BTH,2014,106,1985880
water asia,BTO,BTH,2014,101,1877038
mataram,JOG,UPG,2014,119,2907255
mataram,BTO,DPS,2014,133,2552001
country link,KNO,UPG,2017,159,3101883
rajawali,JOG,HLP,2016,130,2489111
macan,BDO,BTH,2014,165,3218279
mataram,PKU,PDG,2017,110,2070190
macan,PKU,HLP,2014,104,1948069
mataram,PKU,DPS,2015,69,1216828
country link,KNO,HLP,2015,63,1069479
water asia,BDO,UPG,2014,77,1386357
macan,KNO,HLP,2016,181,3564721
macan,PKU,PDG,2017,75,1348699
country link,CGK,BTH,2014,111,2091218
macan,BTO,HLP,2016,137,2632447
rajawali,KNO,SRG,2016,134,2560777
rajawali,CGK,DPS,2014,155,3006391
rajawali,PKU,DPS,2017,91,1685683
water asia,JOG,BTH,2015,86,1572152
mataram,KNO,HLP,2017,65,1139787
rajawali,KNO,BTH,2015,102,1908881
country link,BTO,SRG,2016,117,2209756
rajawali,BTO,SRG,2014,88,1613619
water asia,JOG,BTH,2014,187,3704977
mataram,PKU,PDG,2014,150,2893514
water asia,JOG,DPS,2014,60,1014469
macan,KNO,SRG,2014,174,3412079
mataram,CGK,UPG,2015,129,2462421
rajawali,BTO,DPS,2014,173,3393106
water asia,BDO,DPS,2016,80,1455701
mataram,BTO,PDG,2015,134,2569473
macan,JOG,UPG,2015,124,2362357
water asia,CGK,BTH,2014,66,1157086
country link,BTO,UPG,2015,153,2975112
rajawali,PKU,BTH,2014,108,2033810
water asia,JOG,DPS,2014,88,1612475
country link,KNO,PDG,2014,106,1987696
macan,BTO,SRG,2014,87,1600259
mataram,KNO,PDG,2014,89,1637160
rajawali,BTO,PDG,2017,117,2217493
water asia,BTO,DPS,2015,112,2098140
mataram,BTO,UPG,2014,156,3035166
rajawali,BDO,PDG,2016,73,1297075
mataram,KNO,BTH,2016,149,2888547
rajawali,CGK,PDG,2017,79,1438258
macan,JOG,DPS,2016,96,1789322
rajawali,CGK,BTH,2015,94,1741720
country link,JOG,SRG,2016,70,1242907
mataram,CGK,SRG,2014,69,1210987
rajawali,PKU,HLP,2014,81,1471604
water asia,JOG,UPG,2014,187,3696863
macan,BDO,UPG,2015,101,1888684
country link,BDO,BTH,2016,93,1737446
country link,PKU,PDG,2016,176,3448822
rajawali,BDO,SRG,2014,112,2092745
macan,BTO,UPG,2016,186,3668978
country link,KNO,PDG,2014,149,2887021
rajawali,BDO,UPG,2016,162,3154690
macan,BTO,DPS,2016,197,3921648
water asia,KNO,DPS,2017,102,1914745
rajawali,KNO,HLP,2016,102,1896715
water asia,BDO,BTH,2017,89,1630008
rajawali,CGK,PDG,2016,114,2155325
mataram,BTO,SRG,2015,138,2651159
rajawali,PKU,UPG,2014,138,2663637
water asia,KNO,BTH,2017,135,2578346
country link,JOG,UPG,2017,129,2469372
macan,CGK,UPG,2014,150,2906806
country link,PKU,PDG,2014,105,1955020
rajawali,CGK,UPG,2014,106,1987241
water asia,JOG,HLP,2017,156,3030332
rajawali,BTO,SRG,2015,103,1925566
macan,BDO,BTH,2014,183,3607641
rajawali,PKU,HLP,2015,93,1713944
country link,CGK,DPS,2017,144,2780642
water asia,KNO,BTH,2014,190,3774413
water asia,JOG,DPS,2014,126,2405845
country link,CGK,PDG,2016,61,1023254
water asia,PKU,DPS,2017,97,1815524
macan,BDO,SRG,2014,155,3447718
rajawali,BTO,UPG,2016,79,1418289
macan,PKU,DPS,2017,149,2881314
rajawali,PKU,UPG,2014,132,2541270
country link,BDO,HLP,2014,180,3540576
macan,KNO,HLP,2017,105,1961488
rajawali,JOG,UPG,2014,75,1343112
rajawali,BTO,PDG,2015,200,3982368
mataram,KNO,UPG,2016,159,3084846
country link,BTO,BTH,2016,119,2244488
rajawali,PKU,HLP,2016,119,2252999
macan,PKU,HLP,2017,167,3275468
macan,KNO,DPS,2014,174,3409073
country link,JOG,SRG,2015,194,3844996
water asia,BDO,BTH,2015,142,2748977
macan,KNO,BTH,2015,179,3525407
mataram,BDO,PDG,2016,157,3057943
mataram,JOG,SRG,2015,153,2967318
water asia,JOG,BTH,2017,63,1081389
country link,JOG,HLP,2017,84,1541294
water asia,BDO,BTH,2014,92,1705694
water asia,BDO,BTH,2014,133,2553287
macan,BTO,BTH,2015,187,3706401
rajawali,BTO,SRG,2016,198,3952136
country link,CGK,DPS,2015,192,3821183
rajawali,JOG,HLP,2017,148,2868728
water asia,KNO,HLP,2014,106,1991819
rajawali,JOG,UPG,2015,139,2673839
water asia,JOG,HLP,2015,75,1360633
water asia,KNO,DPS,2015,160,3113101
country link,KNO,BTH,2014,71,1252396
water asia,PKU,DPS,2014,170,3337210
mataram,BTO,BTH,2016,112,2112435
country link,PKU,PDG,2017,98,1823968
mataram,JOG,DPS,2014,63,1063789
water asia,JOG,HLP,2017,76,1374077
rajawali,BDO,HLP,2017,157,3058173
country link,KNO,SRG,2015,63,1077629
mataram,BDO,SRG,2016,168,3294815
macan,BTO,SRG,2015,80,1454154
water asia,CGK,PDG,2016,72,1286740
rajawali,BTO,BTH,2016,64,1099599
rajawali,PKU,SRG,2016,94,1746477
macan,BTO,PDG,2014,140,2711309
mataram,JOG,SRG,2015,89,1637615
country link,BTO,HLP,2014,120,2285924
country link,BDO,SRG,2017,143,2769310
rajawali,KNO,DPS,2016,125,2388107
macan,JOG,UPG,2014,88,1622246
rajawali,BTO,UPG,2015,123,2348137
rajawali,BDO,HLP,2017,149,2879965
country link,BDO,UPG,2015,150,2898114
country link,BTO,BTH,2017,83,1522595
water asia,KNO,DPS,2014,69,1210842
country link,JOG,PDG,2017,100,1863136
water asia,CGK,PDG,2017,80,1453996
mataram,CGK,SRG,2014,152,2943618
water asia,CGK,DPS,2014,100,1858471
macan,BDO,DPS,2015,156,3033942
country link,BDO,HLP,2017,167,3255863
mataram,KNO,HLP,2015,111,2089682
country link,BTO,BTH,2017,98,1836719
country link,KNO,PDG,2016,113,2129990
country link,BDO,UPG,2015,68,1186622
water asia,KNO,UPG,2014,71,1259303
mataram,BTO,PDG,2014,121,2310305
water asia,PKU,DPS,2014,81,1473989
country link,BDO,DPS,2015,131,2516334
macan,JOG,BTH,2015,73,1320715
macan,PKU,PDG,2016,191,3795805
country link,BTO,SRG,2016,130,2491052
mataram,BTO,HLP,2014,87,1592548
mataram,KNO,DPS,2015,60,1012811
macan,BDO,DPS,2014,98,1828353
country link,PKU,HLP,2014,66,1157458
mataram,BTO,BTH,2016,162,3151353
water asia,CGK,SRG,2015,169,3320905
water asia,KNO,BTH,2016,143,2765338
mataram,PKU,UPG,2015,63,1077621
country link,JOG,HLP,2015,148,2853553
rajawali,KNO,UPG,2015,116,2188795
country link,PKU,HLP,2014,80,1444911
mataram,PKU,BTH,2017,165,3228521
country link,BDO,HLP,2017,128,2456588
macan,BDO,UPG,2015,179,3506851
water asia,KNO,UPG,2015,96,1792326
rajawali,CGK,PDG,2014,175,3432781
country link,JOG,PDG,2016,140,2711468
macan,CGK,HLP,2014,155,3014021
mataram,JOG,DPS,2015,80,1456642
country link,BTO,BTH,2015,88,2121488
mataram,PKU,PDG,2015,168,3307711
rajawali,CGK,BTH,2015,149,2890057
mataram,KNO,DPS,2015,147,2848932
rajawali,JOG,DPS,2014,181,3565245
macan,PKU,HLP,2014,124,2362328
mataram,BDO,DPS,2015,69,1219548
water asia,BDO,HLP,2015,151,2929833
rajawali,CGK,PDG,2016,139,2686793
mataram,PKU,HLP,2017,74,1332505
water asia,BTO,BTH,2017,193,3836657
mataram,BTO,HLP,2015,77,1390520
macan,CGK,BTH,2014,193,3827065
water asia,CGK,HLP,2015,162,3166993
mataram,BTO,UPG,2015,108,2029355
rajawali,PKU,SRG,2016,109,2045361
water asia,BDO,PDG,2015,101,1886708
mataram,BDO,UPG,2016,126,2405895
water asia,PKU,HLP,2017,164,3211377
macan,KNO,DPS,2017,118,2235864
rajawali,BTO,HLP,2016,96,1787445
rajawali,PKU,PDG,2017,133,2555285
water asia,CGK,HLP,2015,181,3577877
water asia,JOG,SRG,2016,192,3807223
country link,BDO,BTH,2016,194,3845799
country link,BDO,BTH,2017,137,2645588
water asia,PKU,HLP,2016,99,1844775
country link,JOG,HLP,2015,84,1532500
rajawali,JOG,SRG,2014,99,1839313
country link,CGK,BTH,2015,142,2735478
rajawali,PKU,UPG,2014,128,2456744
water asia,KNO,BTH,2015,113,2121622
macan,BDO,UPG,2015,175,3438801
country link,JOG,HLP,2016,146,2821737
rajawali,JOG,HLP,2014,114,2149066
water asia,KNO,UPG,2014,88,1613731
macan,PKU,UPG,2016,162,3159838
rajawali,KNO,UPG,2015,92,1702895
mataram,PKU,SRG,2014,109,2056198
rajawali,JOG,DPS,2017,118,2235566
country link,BDO,PDG,2014,122,2319503
country link,KNO,HLP,2017,174,3408340
macan,CGK,PDG,2015,188,3714277
country link,KNO,UPG,2017,79,1425135
country link,PKU,HLP,2015,80,1443339
